term,freq,source,length,is_onechar,is_english,is_number,is_special,is_punctuation
短齒,7,both,2,False,False,False,False,False
字跡,7,both,2,False,False,False,False,False
照亮,7,both,2,False,False,False,False,False
維持力,7,both,3,False,False,False,False,False
低腰褲,7,desc,3,False,False,False,False,False
夾餡,7,both,2,False,False,False,False,False
check,7,desc,5,False,True,False,False,False
亞麻綠,7,desc,3,False,False,False,False,False
警車,7,both,2,False,False,False,False,False
好洗,7,both,2,False,False,False,False,False
握筆,7,both,2,False,False,False,False,False
成員,7,both,2,False,False,False,False,False
掩,7,both,1,True,False,False,False,False
中油筆,7,desc,3,False,False,False,False,False
世,7,both,1,True,False,False,False,False
褲底,7,both,2,False,False,False,False,False
入童襪,7,desc,3,False,False,False,False,False
花紗襪,7,both,3,False,False,False,False,False
滑順感,7,both,3,False,False,False,False,False
柑,7,both,1,True,False,False,False,False
塗塗,7,both,2,False,False,False,False,False
彎形,7,both,2,False,False,False,False,False
喚,7,both,1,True,False,False,False,False
漿,7,both,1,True,False,False,False,False
解絲,7,both,2,False,False,False,False,False
閃耀髮,7,both,3,False,False,False,False,False
評價,7,both,2,False,False,False,False,False
薰香,7,both,2,False,False,False,False,False
鉑金,7,both,2,False,False,False,False,False
超微導,7,both,3,False,False,False,False,False
九九,7,both,2,False,False,False,False,False
飽合度,7,both,3,False,False,False,False,False
banila,7,desc,6,False,True,False,False,False
蜂巢布,7,both,3,False,False,False,False,False
袋型,7,both,2,False,False,False,False,False
活亮,7,both,2,False,False,False,False,False
暴露,7,both,2,False,False,False,False,False
意味,7,both,2,False,False,False,False,False
自律,7,both,2,False,False,False,False,False
藏肉神褲,7,both,4,False,False,False,False,False
緊束,7,both,2,False,False,False,False,False
dr’,7,desc,3,False,False,False,False,False
看看,7,both,2,False,False,False,False,False
日子,7,both,2,False,False,False,False,False
哈,7,both,1,True,False,False,False,False
加護,7,both,2,False,False,False,False,False
包蓋,7,both,2,False,False,False,False,False
超顯,7,both,2,False,False,False,False,False
水解物,7,both,3,False,False,False,False,False
冷暖,7,both,2,False,False,False,False,False
絨毛圈,7,desc,3,False,False,False,False,False
木纖維,7,both,3,False,False,False,False,False
打好,7,both,2,False,False,False,False,False
水桶包,7,desc,3,False,False,False,False,False
淨洗,7,desc,2,False,False,False,False,False
半乳,7,both,2,False,False,False,False,False
對味,7,both,2,False,False,False,False,False
添加益,7,both,3,False,False,False,False,False
雙頭眉,7,both,3,False,False,False,False,False
高附,7,both,2,False,False,False,False,False
身手,7,both,2,False,False,False,False,False
lemon,7,desc,5,False,True,False,False,False
幻化,7,both,2,False,False,False,False,False
fashion,7,both,7,False,True,False,False,False
面對,7,both,2,False,False,False,False,False
鎖水力,7,both,3,False,False,False,False,False
兒茶素,7,both,3,False,False,False,False,False
難事,7,both,2,False,False,False,False,False
修容刷,7,both,3,False,False,False,False,False
土棕色,7,both,3,False,False,False,False,False
oxo,7,both,3,False,True,False,False,False
紅棕色,7,both,3,False,False,False,False,False
近似,7,both,2,False,False,False,False,False
得獎,7,both,2,False,False,False,False,False
環繞式,7,both,3,False,False,False,False,False
玫瑰油,7,both,3,False,False,False,False,False
適齦佳,7,desc,3,False,False,False,False,False
新垣結衣,7,both,4,False,False,False,False,False
amaze,7,desc,5,False,True,False,False,False
暖紅棕,7,both,3,False,False,False,False,False
牙齦線,7,both,3,False,False,False,False,False
栗子棕,7,both,3,False,False,False,False,False
顯髒,7,both,2,False,False,False,False,False
輕霧,7,both,2,False,False,False,False,False
吸水棉,7,both,3,False,False,False,False,False
石化,7,both,2,False,False,False,False,False
歐巴,7,desc,2,False,False,False,False,False
neogence,7,both,8,False,True,False,False,False
大口袋,7,both,3,False,False,False,False,False
4cm,7,both,3,False,False,False,False,False
鬍刀片,7,desc,3,False,False,False,False,False
梨小蒼蘭,7,desc,4,False,False,False,False,False
串聯,7,both,2,False,False,False,False,False
小腹,7,both,2,False,False,False,False,False
過敏源,7,both,3,False,False,False,False,False
無所,7,both,2,False,False,False,False,False
chloe,7,desc,5,False,True,False,False,False
餐具袋,7,both,3,False,False,False,False,False
零油光,7,both,3,False,False,False,False,False
金銀,7,both,2,False,False,False,False,False
耐冷熱,7,both,3,False,False,False,False,False
反而,7,both,2,False,False,False,False,False
圍兜,7,desc,2,False,False,False,False,False
斜頭,7,both,2,False,False,False,False,False
伊露恩,7,desc,3,False,False,False,False,False
精良,7,both,2,False,False,False,False,False
漸層感,7,both,3,False,False,False,False,False
富彈性,7,both,3,False,False,False,False,False
表現力,7,both,3,False,False,False,False,False
長纖維,7,both,3,False,False,False,False,False
旋式,7,both,2,False,False,False,False,False
20g,7,desc,3,False,False,False,False,False
南法普羅旺斯,7,both,6,False,False,False,False,False
衣角,7,desc,2,False,False,False,False,False
光光,7,both,2,False,False,False,False,False
格眼影盤,7,both,4,False,False,False,False,False
極尚,7,desc,2,False,False,False,False,False
零失誤,7,both,3,False,False,False,False,False
少型,7,desc,2,False,False,False,False,False
人蔘根,7,both,3,False,False,False,False,False
流理台,7,both,3,False,False,False,False,False
月桂葉,7,both,3,False,False,False,False,False
淺一應俱全,7,both,5,False,False,False,False,False
微暮,7,desc,2,False,False,False,False,False
采,7,both,1,True,False,False,False,False
petit,7,desc,5,False,True,False,False,False
q10,7,both,3,False,False,False,False,False
亮甲油,7,both,3,False,False,False,False,False
販包,7,desc,2,False,False,False,False,False
capixyl™,7,both,8,False,False,False,False,False
裁減,7,both,2,False,False,False,False,False
不結塊,7,both,3,False,False,False,False,False
日專利,7,both,3,False,False,False,False,False
完眉,7,both,2,False,False,False,False,False
速吸層,7,both,3,False,False,False,False,False
産の,7,both,2,False,False,False,False,False
豪華組,7,desc,3,False,False,False,False,False
籃,7,both,1,True,False,False,False,False
絢彩,7,desc,2,False,False,False,False,False
打底色,7,both,3,False,False,False,False,False
潔舌,7,both,2,False,False,False,False,False
破表,7,both,2,False,False,False,False,False
卡蜜兒,7,desc,3,False,False,False,False,False
足跡,7,both,2,False,False,False,False,False
杏桃花,7,both,3,False,False,False,False,False
綠意,7,both,2,False,False,False,False,False
後端,7,both,2,False,False,False,False,False
不連,7,both,2,False,False,False,False,False
倍護,7,both,2,False,False,False,False,False
kamill,7,desc,6,False,True,False,False,False
氣勢,7,both,2,False,False,False,False,False
眼石,7,desc,2,False,False,False,False,False
出眾,7,both,2,False,False,False,False,False
liner,7,both,5,False,True,False,False,False
奈森克林,7,desc,4,False,False,False,False,False
尾尖,7,both,2,False,False,False,False,False
極霧,7,both,2,False,False,False,False,False
死亡,7,both,2,False,False,False,False,False
心心,7,both,2,False,False,False,False,False
makecover,7,desc,9,False,True,False,False,False
ammonia,7,both,7,False,True,False,False,False
發電機,7,both,3,False,False,False,False,False
正負,7,both,2,False,False,False,False,False
大米,7,both,2,False,False,False,False,False
稀疏,7,both,2,False,False,False,False,False
terra,7,desc,5,False,True,False,False,False
小口,7,both,2,False,False,False,False,False
粉晶鹽,7,both,3,False,False,False,False,False
腐植土,7,both,3,False,False,False,False,False
曼秀雷敦水潤,7,desc,6,False,False,False,False,False
卸不殘妝,7,both,4,False,False,False,False,False
10g,7,desc,3,False,False,False,False,False
曬乳,7,both,2,False,False,False,False,False
透氣層,7,both,3,False,False,False,False,False
持久自然,7,both,4,False,False,False,False,False
遮瑕液,7,both,3,False,False,False,False,False
富里酸,7,both,3,False,False,False,False,False
粧製字,7,both,3,False,False,False,False,False
cosnori,7,desc,7,False,True,False,False,False
5g,7,both,2,False,False,False,False,False
美眼,7,desc,2,False,False,False,False,False
大小眼,7,both,3,False,False,False,False,False
鹽牙膏,7,desc,3,False,False,False,False,False
冷色系,7,both,3,False,False,False,False,False
喜馬拉雅山,7,both,5,False,False,False,False,False
花香氛,7,both,3,False,False,False,False,False
暈妝,7,both,2,False,False,False,False,False
色主義,7,desc,3,False,False,False,False,False
深到,7,both,2,False,False,False,False,False
絕無僅有,7,both,4,False,False,False,False,False
大躍,7,both,2,False,False,False,False,False
maybelline,7,both,10,False,True,False,False,False
拾光,7,both,2,False,False,False,False,False
香葉,7,both,2,False,False,False,False,False
急凍,7,both,2,False,False,False,False,False
吸體,7,both,2,False,False,False,False,False
高質,7,both,2,False,False,False,False,False
殿堂級,7,both,3,False,False,False,False,False
參根,7,both,2,False,False,False,False,False
蘭韻,7,both,2,False,False,False,False,False
流理,7,both,2,False,False,False,False,False
提升至,7,both,3,False,False,False,False,False
排水口,7,both,3,False,False,False,False,False
天旋,7,both,2,False,False,False,False,False
方案,7,both,2,False,False,False,False,False
嚮往,7,both,2,False,False,False,False,False
缺點,7,both,2,False,False,False,False,False
下手,7,both,2,False,False,False,False,False
眼頰,7,both,2,False,False,False,False,False
零色,7,both,2,False,False,False,False,False
ezlock,7,both,6,False,True,False,False,False
聞,7,both,1,True,False,False,False,False
即將,7,both,2,False,False,False,False,False
ofc,7,both,3,False,True,False,False,False
取自於,7,both,3,False,False,False,False,False
自備,7,both,2,False,False,False,False,False
matte,7,both,5,False,True,False,False,False
飲水口,7,both,3,False,False,False,False,False
木製,7,both,2,False,False,False,False,False
置物袋,7,both,3,False,False,False,False,False
享譽,7,both,2,False,False,False,False,False
強護,7,both,2,False,False,False,False,False
耐冷,7,both,2,False,False,False,False,False
湛藍,7,both,2,False,False,False,False,False
much,7,desc,4,False,True,False,False,False
水尼龍,7,desc,3,False,False,False,False,False
2way,7,both,4,False,False,False,False,False
隱若現,7,both,3,False,False,False,False,False
酸淨痘,7,both,3,False,False,False,False,False
指導,7,both,2,False,False,False,False,False
1/3,7,both,3,False,False,False,False,False
細碎,7,both,2,False,False,False,False,False
套帶,7,both,2,False,False,False,False,False
ethyl,7,both,5,False,True,False,False,False
方便性,7,both,3,False,False,False,False,False
蔾麥,7,both,2,False,False,False,False,False
撕裂,7,both,2,False,False,False,False,False
白蘭香氛,7,both,4,False,False,False,False,False
蘇油,7,both,2,False,False,False,False,False
小分子肽,7,both,4,False,False,False,False,False
ena,7,desc,3,False,True,False,False,False
潔抗,7,both,2,False,False,False,False,False
柔霧面,7,both,3,False,False,False,False,False
月光石,7,both,3,False,False,False,False,False
順著,7,both,2,False,False,False,False,False
黃因子,7,both,3,False,False,False,False,False
溜溜,7,both,2,False,False,False,False,False
蘭諾lenor,7,desc,7,False,False,False,False,False
顴骨,7,both,2,False,False,False,False,False
壬基苯,7,both,3,False,False,False,False,False
懸垂性,7,both,3,False,False,False,False,False
失誤,7,both,2,False,False,False,False,False
巧易潔,7,both,3,False,False,False,False,False
筷身,7,both,2,False,False,False,False,False
瀝水籃,7,both,3,False,False,False,False,False
自然光,7,both,3,False,False,False,False,False
酸定,7,desc,2,False,False,False,False,False
自家,7,both,2,False,False,False,False,False
才藝袋,7,both,3,False,False,False,False,False
重膠原,7,both,3,False,False,False,False,False
阿育吠,7,both,3,False,False,False,False,False
效妝,7,desc,2,False,False,False,False,False
時效,7,both,2,False,False,False,False,False
色絨霧,7,both,3,False,False,False,False,False
智齒區,7,both,3,False,False,False,False,False
褪黑,7,both,2,False,False,False,False,False
優油,7,both,2,False,False,False,False,False
裸膚粉,7,both,3,False,False,False,False,False
絲蛋白,7,both,3,False,False,False,False,False
大海,7,both,2,False,False,False,False,False
塗裝,7,both,2,False,False,False,False,False
造眉筆,7,desc,3,False,False,False,False,False
導流孔,7,both,3,False,False,False,False,False
超細毛,7,both,3,False,False,False,False,False
障,7,both,1,True,False,False,False,False
地位,7,both,2,False,False,False,False,False
梨花,7,both,2,False,False,False,False,False
好推,7,both,2,False,False,False,False,False
美色,7,both,2,False,False,False,False,False
master,7,both,6,False,True,False,False,False
相伴,7,both,2,False,False,False,False,False
oxo-pop,7,desc,7,False,False,False,False,False
2in,6,desc,3,False,False,False,False,False
清水活,6,desc,3,False,False,False,False,False
倍德萊,6,desc,3,False,False,False,False,False
全能,6,both,2,False,False,False,False,False
湧水,6,desc,2,False,False,False,False,False
單格,6,both,2,False,False,False,False,False
剩下,6,both,2,False,False,False,False,False
today,6,both,5,False,True,False,False,False
orion,6,desc,5,False,True,False,False,False
托高成,6,both,3,False,False,False,False,False
保活性,6,both,3,False,False,False,False,False
全護,6,desc,2,False,False,False,False,False
眼幅,6,both,2,False,False,False,False,False
蓬柔感,6,both,3,False,False,False,False,False
瓦,6,both,1,True,False,False,False,False
labelle,6,both,7,False,True,False,False,False
vitamin,6,both,7,False,True,False,False,False
灌木,6,both,2,False,False,False,False,False
植萃美妍,6,both,4,False,False,False,False,False
香蓋,6,both,2,False,False,False,False,False
巴卡,6,both,2,False,False,False,False,False
毫升,6,both,2,False,False,False,False,False
正官,6,both,2,False,False,False,False,False
乾燥劑,6,both,3,False,False,False,False,False
籌碼,6,both,2,False,False,False,False,False
唇采,6,both,2,False,False,False,False,False
蛋白錠,6,desc,3,False,False,False,False,False
甲醇,6,both,2,False,False,False,False,False
側手把,6,both,3,False,False,False,False,False
春聯,6,desc,2,False,False,False,False,False
cable,6,both,5,False,True,False,False,False
透紅,6,both,2,False,False,False,False,False
淡化度,6,both,3,False,False,False,False,False
臉紙,6,desc,2,False,False,False,False,False
脈衝,6,both,2,False,False,False,False,False
case,6,both,4,False,True,False,False,False
太妃,6,desc,2,False,False,False,False,False
toppro,6,desc,6,False,True,False,False,False
束蝶結,6,desc,3,False,False,False,False,False
傑利鼠,6,desc,3,False,False,False,False,False
儀式感,6,both,3,False,False,False,False,False
死鹹,6,both,2,False,False,False,False,False
立體布,6,both,3,False,False,False,False,False
晶潤,6,both,2,False,False,False,False,False
生氣,6,both,2,False,False,False,False,False
聯苯,6,both,2,False,False,False,False,False
電池盒,6,both,3,False,False,False,False,False
吻痕,6,both,2,False,False,False,False,False
乳糜鈣,6,both,3,False,False,False,False,False
條件,6,both,2,False,False,False,False,False
摳,6,both,1,True,False,False,False,False
壁面,6,both,2,False,False,False,False,False
低碳,6,both,2,False,False,False,False,False
大多數,6,both,3,False,False,False,False,False
羅漢果,6,both,3,False,False,False,False,False
gigabit,6,both,7,False,True,False,False,False
湯姆貓,6,desc,3,False,False,False,False,False
保健品,6,both,3,False,False,False,False,False
筆款,6,both,2,False,False,False,False,False
錄音,6,both,2,False,False,False,False,False
腮紅霜,6,both,3,False,False,False,False,False
洋芋圈,6,desc,3,False,False,False,False,False
雙重帽,6,both,3,False,False,False,False,False
船襪襪,6,both,3,False,False,False,False,False
臨界,6,both,2,False,False,False,False,False
松,6,both,1,True,False,False,False,False
棒捲,6,desc,2,False,False,False,False,False
kneipp,6,desc,6,False,True,False,False,False
熱氣球,6,desc,3,False,False,False,False,False
第008929,6,both,7,False,False,False,False,False
腰丁字褲,6,desc,4,False,False,False,False,False
use,6,both,3,False,True,False,False,False
葉黃,6,both,2,False,False,False,False,False
里茲,6,desc,2,False,False,False,False,False
domol,6,desc,5,False,True,False,False,False
而異,6,both,2,False,False,False,False,False
堅果籽油,6,both,4,False,False,False,False,False
煙草,6,both,2,False,False,False,False,False
外乾,6,both,2,False,False,False,False,False
鬆糕,6,both,2,False,False,False,False,False
親脂性,6,both,3,False,False,False,False,False
內潤,6,both,2,False,False,False,False,False
牙周適,6,desc,3,False,False,False,False,False
冰川水,6,both,3,False,False,False,False,False
顯現,6,both,2,False,False,False,False,False
lutein,6,both,6,False,True,False,False,False
潮性,6,both,2,False,False,False,False,False
改版,6,both,2,False,False,False,False,False
豐醇,6,both,2,False,False,False,False,False
塗抹性,6,both,3,False,False,False,False,False
薄墊,6,both,2,False,False,False,False,False
皙白,6,both,2,False,False,False,False,False
路德威,6,desc,3,False,False,False,False,False
鋼索,6,both,2,False,False,False,False,False
啫喱,6,both,2,False,False,False,False,False
lancom,6,desc,6,False,True,False,False,False
長出來,6,both,3,False,False,False,False,False
完熟,6,both,2,False,False,False,False,False
妍皂,6,both,2,False,False,False,False,False
"60,000",6,both,6,False,False,False,False,False
損傷髮,6,both,3,False,False,False,False,False
e蘭蔻,6,desc,3,False,False,False,False,False
喱,6,both,1,True,False,False,False,False
chx,6,both,3,False,True,False,False,False
帽梳,6,both,2,False,False,False,False,False
ㄧ,6,both,1,True,False,False,False,False
啫,6,both,1,True,False,False,False,False
指洞袖套,6,desc,4,False,False,False,False,False
眉峰,6,both,2,False,False,False,False,False
托特包,6,both,3,False,False,False,False,False
加電,6,both,2,False,False,False,False,False
撒,6,both,1,True,False,False,False,False
整束帶,6,both,3,False,False,False,False,False
鋼彈,6,both,2,False,False,False,False,False
腳踝處,6,both,3,False,False,False,False,False
big,6,both,3,False,True,False,False,False
曼秀雷敦美,6,both,5,False,False,False,False,False
silicone,6,both,8,False,True,False,False,False
撐,6,both,1,True,False,False,False,False
曼秀雷敦潤膚,6,both,6,False,False,False,False,False
febreze,6,desc,7,False,True,False,False,False
擁吻,6,desc,2,False,False,False,False,False
顯示燈,6,both,3,False,False,False,False,False
致痘,6,both,2,False,False,False,False,False
手捲,6,both,2,False,False,False,False,False
翻譯,6,both,2,False,False,False,False,False
保真,6,both,2,False,False,False,False,False
傳染,6,both,2,False,False,False,False,False
攀岩,6,both,2,False,False,False,False,False
彰顯,6,both,2,False,False,False,False,False
夢納明,6,desc,3,False,False,False,False,False
雙分子,6,both,3,False,False,False,False,False
戴奧辛,6,both,3,False,False,False,False,False
頂規,6,both,2,False,False,False,False,False
棉麻感,6,both,3,False,False,False,False,False
甲殼素,6,both,3,False,False,False,False,False
ispeed,6,desc,6,False,True,False,False,False
華,6,both,1,True,False,False,False,False
六星級,6,both,3,False,False,False,False,False
水濕,6,both,2,False,False,False,False,False
他牌,6,both,2,False,False,False,False,False
痘肌,6,both,2,False,False,False,False,False
小型魚,6,both,3,False,False,False,False,False
冬青,6,both,2,False,False,False,False,False
麵醬,6,both,2,False,False,False,False,False
鎖邊,6,both,2,False,False,False,False,False
sorini,6,both,6,False,True,False,False,False
助理,6,both,2,False,False,False,False,False
箱子,6,both,2,False,False,False,False,False
旋刷,6,both,2,False,False,False,False,False
叮寧,6,both,2,False,False,False,False,False
butyl,6,both,5,False,True,False,False,False
側放,6,both,2,False,False,False,False,False
連細,6,both,2,False,False,False,False,False
激酵代,6,both,3,False,False,False,False,False
gen,6,both,3,False,True,False,False,False
遮瑕筆,6,both,3,False,False,False,False,False
辣雞,6,desc,2,False,False,False,False,False
鳳凰,6,both,2,False,False,False,False,False
動作卡,6,both,3,False,False,False,False,False
uruna,6,desc,5,False,True,False,False,False
衣桿,6,both,2,False,False,False,False,False
極夢,6,desc,2,False,False,False,False,False
碗麵,6,both,2,False,False,False,False,False
哪些,6,both,2,False,False,False,False,False
訪客,6,both,2,False,False,False,False,False
文具組,6,desc,3,False,False,False,False,False
冷飯,6,both,2,False,False,False,False,False
辣辣,6,both,2,False,False,False,False,False
絲絲,6,both,2,False,False,False,False,False
blow,6,desc,4,False,True,False,False,False
名人,6,both,2,False,False,False,False,False
after,6,desc,5,False,True,False,False,False
使用率,6,both,3,False,False,False,False,False
乾燥感,6,both,3,False,False,False,False,False
社,6,both,1,True,False,False,False,False
沁,6,desc,1,True,False,False,False,False
一一,6,both,2,False,False,False,False,False
匠人,6,both,2,False,False,False,False,False
宴會,6,both,2,False,False,False,False,False
三星,6,both,2,False,False,False,False,False
水果潤,6,desc,3,False,False,False,False,False
大部分,6,both,3,False,False,False,False,False
細網褲,6,desc,3,False,False,False,False,False
膠黏,6,desc,2,False,False,False,False,False
稅率,6,both,2,False,False,False,False,False
行家,6,both,2,False,False,False,False,False
個體,6,both,2,False,False,False,False,False
隨緣,6,both,2,False,False,False,False,False
秀髮乾,6,desc,3,False,False,False,False,False
深夜,6,both,2,False,False,False,False,False
nu,6,desc,2,False,True,False,False,False
紅景天,6,both,3,False,False,False,False,False
狂歡,6,both,2,False,False,False,False,False
下標,6,both,2,False,False,False,False,False
名廚,6,both,2,False,False,False,False,False
耀牙膏,6,both,3,False,False,False,False,False
拉毛,6,desc,2,False,False,False,False,False
善變,6,both,2,False,False,False,False,False
億萬,6,both,2,False,False,False,False,False
直傘,6,both,2,False,False,False,False,False
可可脂,6,both,3,False,False,False,False,False
沐浴露,6,both,3,False,False,False,False,False
疲勞感,6,both,3,False,False,False,False,False
高效安瓶,6,desc,4,False,False,False,False,False
ap,6,desc,2,False,True,False,False,False
認証,6,both,2,False,False,False,False,False
無刷痕,6,both,3,False,False,False,False,False
規定,6,both,2,False,False,False,False,False
倒退,6,both,2,False,False,False,False,False
sdi,6,desc,3,False,True,False,False,False
綠貝爾,6,desc,3,False,False,False,False,False
錯,6,both,1,True,False,False,False,False
無骨縫線,6,both,4,False,False,False,False,False
上架,6,both,2,False,False,False,False,False
訴求,6,both,2,False,False,False,False,False
人心,6,both,2,False,False,False,False,False
黑棗,6,both,2,False,False,False,False,False
金龍,6,desc,2,False,False,False,False,False
托斯卡尼,6,both,4,False,False,False,False,False
鈔票,6,both,2,False,False,False,False,False
乳白色,6,both,3,False,False,False,False,False
漿果,6,both,2,False,False,False,False,False
速乾性,6,both,3,False,False,False,False,False
含氟量,6,both,3,False,False,False,False,False
黑配色,6,both,3,False,False,False,False,False
貨櫃,6,both,2,False,False,False,False,False
持續性,6,both,3,False,False,False,False,False
kocostar,6,desc,8,False,True,False,False,False
遮擋,6,both,2,False,False,False,False,False
黃光恆亮,6,both,4,False,False,False,False,False
fragrance,6,both,9,False,True,False,False,False
霧面妝感,6,both,4,False,False,False,False,False
推動,6,both,2,False,False,False,False,False
護輕透,6,both,3,False,False,False,False,False
四物,6,both,2,False,False,False,False,False
葡聚醣,6,both,3,False,False,False,False,False
足尖,6,both,2,False,False,False,False,False
充式,6,both,2,False,False,False,False,False
大轉盤,6,both,3,False,False,False,False,False
磅布,6,desc,2,False,False,False,False,False
&honey,6,desc,6,False,False,False,False,False
滲液,6,both,2,False,False,False,False,False
當晚,6,both,2,False,False,False,False,False
水果刀,6,both,3,False,False,False,False,False
金致臻,6,desc,3,False,False,False,False,False
依序,6,both,2,False,False,False,False,False
鋼鐵人,6,both,3,False,False,False,False,False
兔年,6,both,2,False,False,False,False,False
下雨,6,both,2,False,False,False,False,False
穩定度,6,both,3,False,False,False,False,False
均可,6,both,2,False,False,False,False,False
天王,6,both,2,False,False,False,False,False
夾燈,6,desc,2,False,False,False,False,False
壓膠,6,both,2,False,False,False,False,False
中油,6,both,2,False,False,False,False,False
帳篷,6,both,2,False,False,False,False,False
羅漢柏,6,both,3,False,False,False,False,False
水潤亮澤,6,both,4,False,False,False,False,False
多芬潤澤,6,desc,4,False,False,False,False,False
女髮,6,desc,2,False,False,False,False,False
棗紅,6,desc,2,False,False,False,False,False
1cm,6,both,3,False,False,False,False,False
螺螄粉,6,both,3,False,False,False,False,False
連接線,6,both,3,False,False,False,False,False
探尋,6,both,2,False,False,False,False,False
強壯,6,both,2,False,False,False,False,False
關廟麵,6,both,3,False,False,False,False,False
tsumtsum,6,desc,8,False,True,False,False,False
菓,6,desc,1,True,False,False,False,False
椿,6,both,1,True,False,False,False,False
飛藥盒,6,both,3,False,False,False,False,False
玻尿酸水,6,both,4,False,False,False,False,False
泡泡熊,6,desc,3,False,False,False,False,False
高鎖,6,both,2,False,False,False,False,False
©,6,both,1,True,False,False,True,False
代名詞,6,both,3,False,False,False,False,False
錐狀,6,both,2,False,False,False,False,False
針狀,6,both,2,False,False,False,False,False
暗度,6,both,2,False,False,False,False,False
發射器,6,both,3,False,False,False,False,False
吃飯,6,both,2,False,False,False,False,False
國王,6,both,2,False,False,False,False,False
海綿墊,6,both,3,False,False,False,False,False
浸泡盒,6,both,3,False,False,False,False,False
精華膜,6,both,3,False,False,False,False,False
honey,6,both,5,False,True,False,False,False
8,6,both,1,True,False,True,False,False
牛油,6,both,2,False,False,False,False,False
隨身碟,6,both,3,False,False,False,False,False
海大,6,both,2,False,False,False,False,False
goody,6,both,5,False,True,False,False,False
oh,6,both,2,False,True,False,False,False
舒效,6,both,2,False,False,False,False,False
芳香膏,6,desc,3,False,False,False,False,False
waycaretm,6,both,9,False,True,False,False,False
幸福感,6,both,3,False,False,False,False,False
前燈,6,both,2,False,False,False,False,False
聽話,6,both,2,False,False,False,False,False
兔毛,6,both,2,False,False,False,False,False
星系,6,both,2,False,False,False,False,False
網頁,6,both,2,False,False,False,False,False
鋪,6,both,1,True,False,False,False,False
膜衣錠,6,both,3,False,False,False,False,False
抗壓,6,both,2,False,False,False,False,False
水潤因子,6,both,4,False,False,False,False,False
頻閃,6,both,2,False,False,False,False,False
莎啦,6,desc,2,False,False,False,False,False
強韌性,6,both,3,False,False,False,False,False
側方,6,both,2,False,False,False,False,False
菸醯胺,6,both,3,False,False,False,False,False
白頭,6,both,2,False,False,False,False,False
掛衣,6,both,2,False,False,False,False,False
竹木香,6,desc,3,False,False,False,False,False
ec,6,both,2,False,True,False,False,False
防滑衣架,6,desc,4,False,False,False,False,False
機能布,6,both,3,False,False,False,False,False
尤物,6,desc,2,False,False,False,False,False
枯燥,6,both,2,False,False,False,False,False
活纖,6,both,2,False,False,False,False,False
榮耀,6,both,2,False,False,False,False,False
ms,6,both,2,False,True,False,False,False
xs/,6,both,3,False,False,False,False,False
保溫保,6,both,3,False,False,False,False,False
colorkey,6,desc,8,False,True,False,False,False
碰到,6,both,2,False,False,False,False,False
總水,6,both,2,False,False,False,False,False
jm,6,desc,2,False,True,False,False,False
電臀,6,desc,2,False,False,False,False,False
冷瓶,6,desc,2,False,False,False,False,False
油痘,6,both,2,False,False,False,False,False
充器,6,both,2,False,False,False,False,False
ｏｋ,6,both,2,False,False,False,False,False
apple：airpods,6,both,13,False,False,False,False,False
上網,6,both,2,False,False,False,False,False
慕斯質,6,both,3,False,False,False,False,False
產前,6,both,2,False,False,False,False,False
fm,6,both,2,False,True,False,False,False
養胎,6,both,2,False,False,False,False,False
max/xr/x/8/8plus,6,both,16,False,False,False,False,False
風潮,6,both,2,False,False,False,False,False
北鼻,6,both,2,False,False,False,False,False
熬副,6,both,2,False,False,False,False,False
bemysweetie,6,desc,11,False,True,False,False,False
佈滿,6,both,2,False,False,False,False,False
長青族,6,both,3,False,False,False,False,False
留疤,6,both,2,False,False,False,False,False
ncc/ce,6,both,6,False,False,False,False,False
高效速,6,both,3,False,False,False,False,False
隱形度,6,both,3,False,False,False,False,False
細紋肌,6,both,3,False,False,False,False,False
外側,6,both,2,False,False,False,False,False
作戰,6,both,2,False,False,False,False,False
化妝台,6,both,3,False,False,False,False,False
合手,6,both,2,False,False,False,False,False
下午,6,both,2,False,False,False,False,False
paw,6,both,3,False,True,False,False,False
培恩,6,desc,2,False,False,False,False,False
位於,6,both,2,False,False,False,False,False
solinotes,6,desc,9,False,True,False,False,False
人手,6,both,2,False,False,False,False,False
久留香,6,both,3,False,False,False,False,False
精補,6,desc,2,False,False,False,False,False
蜂子,6,both,2,False,False,False,False,False
哈利波特,6,both,4,False,False,False,False,False
pro/13,6,both,6,False,False,False,False,False
吸盤式,6,both,3,False,False,False,False,False
持有力,6,both,3,False,False,False,False,False
夾出,6,both,2,False,False,False,False,False
襯衫,6,both,2,False,False,False,False,False
caldo,6,desc,5,False,True,False,False,False
釋粉力,6,both,3,False,False,False,False,False
超能安,6,both,3,False,False,False,False,False
籠罩,6,both,2,False,False,False,False,False
菓子,6,both,2,False,False,False,False,False
而成,6,both,2,False,False,False,False,False
美舒律,6,both,3,False,False,False,False,False
接點,6,both,2,False,False,False,False,False
小號,6,both,2,False,False,False,False,False
白星,6,both,2,False,False,False,False,False
拜維佳,6,both,3,False,False,False,False,False
補充品,6,both,3,False,False,False,False,False
字卡,6,both,2,False,False,False,False,False
開袋,6,both,2,False,False,False,False,False
清氣,6,both,2,False,False,False,False,False
大字體,6,both,3,False,False,False,False,False
滑片,6,both,2,False,False,False,False,False
鄂圖曼,6,both,3,False,False,False,False,False
線徑,6,both,2,False,False,False,False,False
萌寵,6,both,2,False,False,False,False,False
