ShopMemberId,NAPL_1,NAPL_2,NAPL_3
k5bUCnJHqhmT9dNT05xEn/Ln2MwcvCOF19jOCIApz6w=,P,P,A
y57G+26Sg7YhDsEaCSiWA5lsAPgF+/re7HNDhweOmHE=,R,R,A
PZN1UBfCsjG69Jb1Gwoqlw5jbpuPLucK4aa2SBos3mg=,R,R,A
W1SxXc2iZ5a6jsTkrsOHPWguS3uEBKwThNu9mJ+vEwo=,R,R,A
CucPIx5gWiovJZdUJLx4QTKz2gvyLKYxKF4Nge0HHxI=,R,R,A
Qoh1tcLfzHwcQeQPZriHrqHKCjuSlzm6EuKs8Z2Lgvc=,R,R,A
hRUIzLx6Zm8D3aB332HvhP1nKXzauCsdMgwsrZ5vE74=,R,R,A
M361OUsNZznnremvfyzP8b0QLGZ3girU3CvXuT/8Ye0=,N,A,A
F6DuNSF0o54nH8GHtzro/UYOKHQZz5ADeyS433EBxMM=,R,R,A
iKzWeV8XCcxB8m2E+SxZngab/tyQZRcfzOTbE9GQVBk=,S,S,A
oOYJclqAXBttmuCuroO/MslXvsQDsM+1weG6X05ZRQ8=,R,R,A
JPy3A5VJt78TPdyzr3vIggYCpZXP0ZfSNVTyzkskZr4=,A,P,A
ZW6Mla5IxplM+KlqIAWVH17EasyRqaQHNh1zTplfbrE=,R,L,A
4jgstq9Win0vpRTCqqO3SpJ0jGRd0rvguVuFt0o8w80=,R,R,A
xYItvZt8qZaHiX5AsTo+a2IsPLqHypxQ4r8l0NU/yIA=,P,P,A
BCQuVUO3H2mJuHX7kMqUsFrX/GzQjeH6nsrpHqFKr5M=,S,S,A
FOkV2HM+xdvso+nGPMJ6c4ltpgfkN0SJ/u1x1bkQzWU=,R,R,A
LfYDF2i9F2B7wAzMUqs2M7xOtCfkyfUbq1/6hJFn23w=,R,R,A
IndNAZB2mVd0OHuRxYjpAny7AYHAMkBPN9+j2nFcPSM=,R,R,A
PLRdLejvVgfggYI9pOvULe8fJGeRltoW8u5LCzl4wGU=,P,P,A
ui5dGfMgXHhjX+WUqDF+wtaLMwgCU6iKMH9klfezBg4=,R,N,A
VZCWhkIVZ8MMW6z7lJ1qAtKL4Gp/0O7zjVgzrN885yM=,R,R,A
4Y+lsxXcLXvtry1t8kp5jOXynAugUhLty4scrkguMQc=,R,L,A
0rhYWR54O4Ik794u2xbC6h31de74JZkUFn22wkfhdzo=,R,R,A
EnMMmFJMXsyvvbsWUlNm9QA8u1btWEl4exTLv5ef1mI=,P,S,A
J9WaR6bohGyfX6CmBD2kLSgE9WkOg6nO4UPhqxsvVhA=,P,S,A
v5gCSf2X1VVZc3a20m1811JpjfAei2hygB4MB0p6RqM=,L,S,A
rhjpkWrruKNKDRZKIGaNsIIRPv7jtZoQWOrS3bdf1Es=,R,R,A
Nxg+yuy8F/dxp6LA2S07zoGC8Tatpy3PqxRG3MiBgzs=,R,R,A
Dj+JVrlXhQiPXTr+undAwr0e/VPNgaZ3687yvqHGmIo=,R,R,A
zt0a7nXQpzu3EbbV/WkNTU87KRtDQIMEJxo4Wc16Z0U=,R,R,A
gFmx9MSlHRN/s3K8FkKB2u7f/+OpryPtw3WTSor+rH8=,R,R,A
SqKm68l5IySW+9pm7pkGxg3KtHvj2M2R1Mjd7LuYNlY=,L,S,A
H79qvEMxYrPLMhcroUQMe0NNVJR/E0P1iOvZTOOuYgE=,P,S,A
TFvnTOeqyMwIAPc78yFB1geDvArwEN83DensQXAlgvg=,R,R,A
l7F+fSejBI82UX69dLcxYibF1nBEvLR90Pkt+CBgpi0=,R,R,A
XfmOgRB+eJqKSvdXb1lZlgt/QTbjiPpWVPZyQwhqSYY=,R,R,A
umzn+kwvBMX4J/cs/ducROAqXonHzT8Kn6cM+SjRbYY=,N,P,A
IWJHckMM91c9hIivp1zI1yx7I4SnNfw8x5wG3JLZWTo=,S,S,A
NMjdOUrvEwQSybyl9PPCWGn977cmVEqJXk2XRNCS5TA=,R,R,A
8uLaXNSED5Y+aM+BjxnJA72JezbQYM3PEkGS9QI6PcY=,R,R,A
8ALUYNvp+89AmE77HMBLtfmKbK26pG68CHdbXKcXKPw=,A,P,A
s1giUclr9nMBFVX4/AZyCGPijvw24ElPygdixiKSzyE=,R,R,A
m2ID2mLtnBvVLEp3fjL012a5SBH3sEnYbhU/naXCEOA=,R,A,A
Z+xWmJuf9zTlindm/Hk3NYsf0GDAHdw6mtxG9kX9V8w=,R,R,A
E0Q1ehQ/lhP/kNvQ0au4nCNt363ITTWsxFEv/pIgaUc=,A,A,A
jiS7ldgN+N7w3f3PWTNkwbH4tDYh9+aqsve2ttdURdE=,R,R,A
uvphzBj4rlEHvg4RwY9dDzux75m9jDs9Jq5DQWNrLfI=,L,S,A
O/Z9vXK+gKY3uv2DbPIs1r+7RDyY9hJEfcBjNcR8p08=,A,A,A
deRryfeEwZYog70Se7tQrId0Ckhi6rUc1zY3jACZeGI=,R,R,A
XrEI4C2ranCnjdyF0m53MpA3bAFDlqdIe5S0DnL+YHk=,L,S,A
dNvkENU/nFJcDgdBnA95hWROlVv5Qa2KO1OvxyITqzg=,R,L,A
+MnYQjT1oJJgF35y10fOvxX8Bp13b6OE53EIclZwM10=,P,A,A
wCMYxhs1tnveretAb+xw8mS6Gr30iLn9wTZQzqA8pvw=,R,R,A
wCUGrBUSfRnPZqu50H1TBVMj1knuex2PVdGAcXA1oas=,R,L,A
EG6wBjENgT/hkcXskjGJJzPP+3VCY4xD7Gn8Iihc4OY=,R,L,A
WRy4jrS8JIRXqYXZdybGv26ieXztdLi/WxeOG+TgsCM=,R,R,A
YpppcC/vUgI+r5wi+wuH0mI/gqL3Xu66ndZn8RQALU8=,L,S,A
PJSrMMWHciLzG9sx2fsT4T+wX3uIGWf8YguU52v9q1g=,R,L,A
OU+NMOwtiIno60CqQs6l/PI+GAREorhpEWFwvlrZMrI=,R,R,A
H79qvEMxYrPLMhcroUQMe39aiDOXLv+d5/am4EWwDB0=,P,P,A
FDw8ct/SCdpkFipaD9AsEYERZWDsnf8Mkxd7PoU34Io=,P,S,A
1/CRFtma3/vuw82twyITaxJXYacQo5r3qEVhqF3R7Ks=,P,S,A
O6YaWRI+5mERDtkrgHXpXxIbvFesJ+SsdSn2XopN9kE=,R,L,A
1KhHqik2zDBnTlQQ5vBgFtEr/OFakAGaySManlgPCKI=,S,P,A
mxhIVnmQYTVY9Zqi4YNdevmPIwMhsY0CSTwb1PQ9Lrw=,P,S,A
dXFlNeZP/CeQLrf10jXaFi/zvOahy1a4fBW2CG6Ovm0=,R,R,A
XPhe0q1mYlkjJz0MWgHrG0HVUJk8poHwMqn6XrFLD08=,R,R,A
o7oEw5vjiyWWgTppwxk2v2mNIGSZ8RLugPRUbNcKvwA=,P,A,A
cC2eQ//3fLTLFS1E6H7GiwvW31wnYEUohMkfz+dzmkY=,R,R,A
2eu22ltpnU8czcaLgSXdO3LB7CNaUL+DFlc9yPzJyoQ=,R,R,A
uSzOw0oZeRlnIjkSuCujM1yryIIzgdo/Z12fYpIBM74=,R,P,A
mvupVCA6FPB1Fxhvduu2vcmnGusOPvQxVdkn7a7Lu8o=,R,R,A
spVwxTw7I1tPxeKYU8D0K7DmzKh1pWHfPOJnBVDYxBg=,A,A,A
DWf1vU1W0K8EJcwntkXaHuNhdxegCg7M8ix/7UKHkLI=,P,S,A
o2DaXKD/lvcPoAOOGp6BmKlV6i51Hijln4Gbi+Uzi4Q=,N,S,A
xayn9uQV+GKTP/RbqtZrbzNDcNDBM10fEMF0VIpDvyw=,R,R,A
8Jp8CVaMTN9F0WY84CXA93zwi1E9HsduswyzMdRraFo=,L,S,A
az5Z2U3JABX/hpT2x08CfCfFLbXeugUej/iesrpGwFk=,R,R,A
Ir9p+/QHkbWv94Ahx1D+hfqyswqzAyGPW7rYqK2RSMI=,R,R,A
a4RAqkNlQ4AfOA6udX4/AphdU2QJgLih5RULZOVHeWA=,R,R,A
w/+rcH07rX7+xyKbn9k3O8fjJeBSlgKAeiKJILhepBk=,R,R,A
7OZDzATla3OLYleJJp6GpxvdX9eUwImJ5pBZ7cQooAE=,R,R,A
gwvX7PVlwJ96MMClbGX2qI1otIhRvZSGOOvqXCKiTZM=,R,R,A
KXZJyM561ymWgCZuxsGtu0oppAypYLbfLE6YcaVsz08=,R,R,A
KLaIMylmnYk/P13Bm7AIgMBdVocTBdJif2fwtunJFZA=,R,R,A
mxhIVnmQYTVY9Zqi4YNdekdoqmwpZn/dD06Q6n+waC4=,A,A,A
K4EZeJwdvHCTq/OJXiZhgO3KAdGpJ79+GeFktPbw6h8=,R,R,A
MWaDWJPRkYxDyvtR38/hlPv0LHIJ9OMLPDimCIfcVAU=,A,P,A
dMzlqaYF1Tt0rCv8uY7CUuFloUTadjDZVHP108+uq5k=,R,R,A
nisNuymLvaT/WINQImH6f3rf5676rvAIW0pSHlJVe0U=,R,R,A
wH/hqHVrBBBfzeWTYNoicFk+MxjVdUeshN3o6XRmR+Q=,A,P,A
O9WKfcOweVq+o5Tije/7kmZ+UzuRV+DzbKdcI2oLO8s=,R,R,A
B+4BWwiI3rCm9aF0r2/nDrXLshGPOL78EE1miewMplk=,S,N,A
8hYVqVe/IIpxqHTcVZUqxdU7wS7QGBTifUHLF5CFsLk=,L,S,A
o8rcFmTj8T8Xs8IAQs1cJaMEyRqRdB9pdhf+8oJOkEA=,R,R,A
qu6+D8mt/QsVsS37zwttX7uLzMwtzQKOVFTxu2UpCnk=,R,R,A
CAPOUmGjtwGv6P8dCVmBV3KAnfFIpFPRNoziilex50I=,R,R,A
WBPZRVVSU54WKd8vh+RPzIkKFD1BHxqubPH8EWcbSZ4=,R,R,A
Pj5mtPcfrsHAALlH2G+FBcs2BvYZpi8JWepJ2uUPlRY=,R,R,A
DZeyjgs90rLm55YVff5kxYc2bYCMVeg1K5AcsV5EYCM=,S,S,A
hpD7ybh7S+zG8EhKyAKMFExOqjW118pFRfpKywoaWEQ=,R,R,A
YGoB1eXZQsrzxG6pfxZdeMyuTNReS6iKpHpzSVEQhAw=,R,R,A
R0sVwFOxsILmR5tq28EkL7NXwz8Xz4CmVKSNc0Du/7A=,R,R,A
CZAfJ5lUlV86Z23TyVSfGxXIrb/rncO2CtCV+iwTK5s=,R,R,A
U/2WGTOM5ptJ0MQ/vB4mO5dX1YW/Wl495h0wT0mApWI=,L,S,A
bmeWw+Vwa/dfh74bUhy30+lw1FV3mGKHU16ehSQBiPg=,P,A,A
myh8K5EzI7KeDFstUmOuENwXkbnPyGR4EYrWjhjfFGk=,R,R,A
RH98LcWxRgeNJOpSkO1/vAizT3jaA6Hzxvvl/OhHMLk=,R,N,A
TV6AJh+8MdQg2hve4S63rl1wLdPx/yFQLgBSf6XN7k8=,R,R,A
bHoCncAcW9Wxu/4DiGGOa9WFY1aB6eupqE/UIky53K0=,A,A,A
bZ+9H6N1vlKbPjOcooCbf8tZHSsCJ9t0Z26cb1Oe4WM=,P,P,A
yRxQdAs+3v6tjIHYqqa1lZcHkR6IGvshyU+p7PRwxo0=,R,R,A
qLeNLjUsQwngvZY0Ii7jqfoDVEFaH0M2b1NjpLgZYUk=,P,P,A
II66ZGEWWplkRNaYXnguDayH4dlK3RicwxC+sqQUx4Q=,P,P,A
uO8ynoTytL87y3zX/RB/VEFqAt9nNikUMDbQLFLqIiQ=,R,R,A
vMSJ8F0vqlpli69P467r7xSeMbc5m5DDjlx+tFxdI+c=,R,R,A
L0+CnScmfKT6peif3ne5tQrb8l0m+fVaKyrrUNjv5do=,S,S,A
55UgxrrjPSwUWDMDiRH7kL7tWayjHtzFCqq7MXky+JI=,R,R,A
VX7aYCPMdQ/LIyYwDvWxWijy7h4XMasji+k/+vwQHP8=,L,S,A
i8fwdApmcpBgeZs2WgjcR/OSm3/jTVmv0zu7ZFhzLuE=,R,R,A
YAbAb1z9JcFBz2FZM513fJPyizki6hzpvYiVlCrjoho=,S,S,A
GoKYLhJxfYyUXdAHHheFxtLR+VferwGAk9+E9NDsX90=,R,R,A
PKfITd5PtrhIuOnlRDGjJJEtLMApaD9KvzTZzGnzwfQ=,R,R,A
NU2JDQPh+UiKF8OYLlIDxEW+Elkl8pSlqWWs1/XTesY=,R,R,A
hNh6a9rK8LXTt7PJ9VIdYFhsRTHAYAvZwPK/UlBCTQM=,S,L,A
vZgk+jujffaYgLlBtXSIMr5NGw3A6Zfo6BjD5Xexhzw=,L,S,A
MrXeMOrzuTba2+JLBl00HaI6v5kIuVtbCsilFYNUesk=,A,P,A
cD4+t3R/x9t4KBozW9XX3xSe80+bKGTZORqejsE9C0c=,R,R,A
p4afD8GwGxCHerUfGYlV/urnh2FA7Bwh15ELPCmI0hM=,P,A,A
v5gCSf2X1VVZc3a20m1814xphSeuEpJruK1q3IpO1lo=,P,S,A
6l/jghMfeIZkA9bDHeP7+cxqfKkeeMYYQiNVjliDW3o=,P,P,A
kiYXyfzV7lK60CCr5X65r/G/dR8h97B5gALcRu2e3dg=,R,R,A
93Wo8iKuwI0S7BRJNDe5odtYInzT0yxWZDttPkRQggM=,P,A,A
auk9D9voVXmnJ90Dqo846zNOxQygmytJZriCnkJKSbo=,R,R,A
g70/zwHhdHLBMm5qUKHTZpUq0KymvtW/E9jNIXBq+Es=,R,R,A
sRyMYylu+p8XaMoW18JFxVugOjlRXFKUJUBQC2T5iIs=,A,A,A
S/dYltfjQIOVzbfxNEW6Y7KiYeS5bAN4CWV7Nn95Zj8=,R,R,A
wWs1nROFZPd19E648KqgwjiAmENps5+DykrSy2sCz0E=,L,S,A
8ftQFwAi/Uc50b8qcdodfSnXjd/vzXyWhT/q44lvh9U=,R,R,A
e5hIZoEbhYCDiDxtdEUcrKvg5XmHRmI4q3waxnDsO8s=,L,S,A
6iNg/HozeX6XsOFy3Xw6SZGaVaVQzHzouXM6Z5/8vmQ=,R,R,A
tREqv6+3E68RN+FHr3PZ5NPdWIL5aEugc8ZHmLmsIg4=,R,R,A
Oo1vOMzxzVN+ZrfFJwq6U8ZbbEqJC50LOveM0mBKVCQ=,R,R,A
bHQQsXZa3HTIOaF+Wwwx/hytBiCXm4IL+y0l5tinAbU=,A,A,A
JiHyQ6WZnwCtZAvjYZE4lzSYjr52ZjUNk8Ung+ErHto=,P,P,A
MRu511QE42CAmESPEvHx/4yZDM1S+9hOYvsIy1kWl1k=,R,R,A
o9qAfvRcU5blxTonAurf+pUFxbiApRIP+7JeiCYyu38=,R,R,A
DBfwdyBprF5L8nYXvN8+6tLHBxCIJRmnZPn7Y2/5AAw=,R,R,A
Ntrkc89JH7L3YNnVFq18BFF3OamGGzzBff6kCuXi//g=,S,N,A
TeUoOvMRLGyfxNIFgBcVfaEWgkqSg62uYierMkN6QgE=,N,S,A
PaaupZMVcgjPFZ4b2+Tc9ouUjVG7hZKA18PhxiE6Mj8=,P,S,A
wtjfko0vNHGGPGqLKiIQoMyq7X+UvKeZuL0ejEG8mcI=,R,L,A
Xad49d/WckrH1RS6kfA/zcnAW5lqvoJHKiD2htk0oMQ=,L,S,A
1/CRFtma3/vuw82twyITa16DaLAkfoga4zJtAHbnzwU=,R,R,A
X6ysYEHX49v5Uf+UhMFXVh91fzv8MjDItIQFCnF7jzA=,R,R,A
ffRz5bd7Nkrgiqo4zwGhmaG1chCsJW4vsYp1FYK37r0=,L,S,A
pRK0hbSNosYMyTr75+F6th+dfBL94Yfs9whc4tngP1k=,R,R,A
iLtKuUFp9Gr4cT6QJynECTH6UlloYmEgEgaNUU8JFn8=,R,R,A
RmlMuHJrLfB1FtBF+077RfJlqS0fjn3bgjApIYPOa1M=,R,L,A
2Z7OKp1Ftubccq9Dvj99h5K20ChAueE/w9uy48FX7u8=,R,R,A
cYKOaaUfXbLOrN65M+25GLMPiyo8HaIFHRRBsmT5e5o=,R,R,A
4PWNUQKovpYiPnpKa/KAcUpHKSnTfgt9IqwQEKqdt58=,R,R,A
ntKtKSspF6XwfDrHFxko1cMhLfDMGc6Bjb6LA8ZBuNI=,A,P,A
L1eTnWWXAolVjyDRd7sYt/kUadREcsc2GzT/f6Qua4A=,R,R,A
dedp0wTrQ5kwBBMKfuUyan9L8Xw0QcochLoPm/1Czxs=,R,R,A
F21tpfChCPimFFvGEAtMRVJCCaRCS0pn7A+Yv+cg8g0=,A,A,A
RgPEzYzJCSKz0ie6uDjAC9hmcwmtPEvVqKTXJKIKfNw=,N,P,A
AL8pgpEDUkR+hYbWR/RcJp0Zvvk2iF9NqEbjr5hiNEs=,P,S,A
Ibpl2AbLlKGCY14bWQ2OU9Txi9C+b1tlPw6vQa/Dbs4=,R,A,A
1KhHqik2zDBnTlQQ5vBgFhkNMRZXwFfJN7+ltb8bb5w=,R,R,A
MrXeMOrzuTba2+JLBl00HYhhek3YbtxkRfckId9fwx4=,P,S,A
JDV4bIBWhskOpXwQ6j3pyRcHVPSzu/byhwNBrROGlrw=,R,R,A
hkgVN+IRLy3eDDqUvszPDcvAyG66Fhf0wy+aFVuj8yQ=,P,S,A
N2sxeI+eCYQb2ipglsmKr9XgM2YaskJ2kQ8iIPGi4Uo=,R,R,A
91T3vEi07tnCxxt0zbk0ETkDfeye/+YEv5vKYGl6YoM=,R,R,A
94jaUvKIprghpOz1KhkcYf6fHcLrSQxbn2gwn043QMo=,R,R,A
97OWm6MUJNLfZqviCcu4XoSxQ7bojNOc68gm23//754=,R,R,A
fFUabZL7dxUMbiVK1+fQ882/8G16SpHi/9wMMf49v3Y=,R,R,A
bEf3HgAP6HxLk3sT+YIxaTiIj8AVCmeejxzQpvQib54=,P,S,A
iDb9e6K2gZ9MP8Yl8mzcpjbUwrWgfeObEilwtDtloPg=,R,R,A
gNnEko+Ep0rJbqO9pg9nZ+Meikag2FwxtSS/PbXTw3Q=,N,S,A
XCDZH3ZLgHoUdvCf/eUWjRMSBYcxdIrxIzkpdBDs4Gk=,R,R,A
bHoCncAcW9Wxu/4DiGGOa9xezzBvEfU8ythsaQLnUKI=,L,P,A
LYQbRD93AhcEouMBYnKsQlBOxWpdCHhsFe+Hw9Ca/dk=,R,L,A
ZOjB09yoJdsRfx8ajv0uYU0KOmYseNSoPtHTfKX+n/I=,L,S,A
15gYI/0YZr7IPRp7zuf6+dZ7Q3a6PqNK1PxE31ym6jU=,R,R,A
/5vuZZNZQZc8L+slE6CZAUj025VjhUtCusAcUm6lOuM=,R,R,A
2pe4a8V6pW3YQ0PcJKfbXMLLEvQSbswJR9kouyUWxpI=,R,R,A
762QUjuhLKzi4pgcVxd1jPfIrry8fxPxwlwCHNoMGbc=,A,P,A
ar6vcdtwuAaxVsfCWIldIiOGLLr934DNvYTBL37OGzQ=,S,P,A
/zgG5NHpLMqLuTTRpFmMqa9rcVlvt1FNOMDfSeINCGA=,R,R,A
BNw4B0QztwJ1xeMILRxXV6XWC50GOHVXzpMNsTL2YkA=,P,A,A
xdKIJvElzkSLJg0mBm2El3VxJe8zXK8RseiGJsMfbC0=,R,R,A
e/q+Spi4blBDhNQq4X1jBZcLPq9Pmr89rqJpAcxlyEU=,A,P,A
R3kZ3u3XnODY1MJ8c9EY7ja5H1qIEa4isoJjsnEM178=,A,P,A
xYItvZt8qZaHiX5AsTo+a32KF5mBwXsiSVr6Ty1kXgM=,P,S,A
QL0oUPo1THgH36Fxg/WZ1TwKXk9+KuAx0piDLs13Kj8=,R,R,A
Egew88ZyI+E2zx/3HpMNKILXQxWkl+FWEZlf4H68ZpI=,R,R,A
SSxL7BbYN8/i+8Vx8myGjaV5my3XHugWesvep+RFOdA=,R,R,A
KyHIs/IrsrGCR4BYW2Zd75SRHX0V36aMEXZMgIh8dwg=,R,R,A
g8r38KlA0dVLL9WUUZSHkN266iQIc4Vpor0gjEdFJiE=,R,R,A
RtfrCZO7e+LfjgtITFJE0Q3zgXirLH4pe77LVA/rJOU=,S,S,A
7K7Iev3nYBOXRbhnIeVHoyJk/xf2vwLvL/RfOfGYxLc=,R,R,A
4UawuRbpKj07FMLH/RAuO1BlGtWotVwZ1f1pO6/ubTw=,R,R,A
9yQ5f8hD7L925BXUjfuDdrlsGodHXpOcMvFXWO6yAwk=,R,R,A
kEvS0OEOr/5Wc8c28xmN9Yyz6e4vDEg0eYKIaKcoJsI=,P,P,A
radxqz/DEhARlIbHonX0P6mJVIX0zVdV+R1YyqEOuFc=,R,R,A
rX8j3+WSLkD5Wly2755aSZcO5iCExt0CD//3/NkNMpQ=,R,R,A
WqiMt4h2S9MsgAsSVxdmS51t4obKVPCxxQ4CwudU/vk=,L,S,A
TeUoOvMRLGyfxNIFgBcVfbO4nL9QXoHaVKEJdJnmnLI=,P,P,A
iufynGHMn2sA5ECeeLWZ1lOH9p9ruRfsvopc3eAJxRg=,L,S,A
j2LRodglsYPdFlH7FX20UWWV6JkQipwDgCnsTtri68g=,R,R,A
TisggK99g9VoSBNxuQC3dlPDEEiYV4u62yPKYRnaBuo=,R,R,A
2y9ceHfN+uonjdlJ/MZQq5VYnlde9Qif7+1bYusz17s=,R,R,A
inXwR1QeWXI592/oATu6GtEbf96xeK6vmjbzLnDq7Qw=,R,R,A
/P51kZDrpUvFHjYb+ALm6kjlhC+vBNTgWjs2fGpVze0=,P,P,A
MeZj6E2dL5v92OpwXzM+H+8Mb796J7DJmpwGmHd3JqU=,A,S,A
G3Hii435XjBrRAAOaLPQ+v/RDuZtI61hKXW3Dscg2F8=,R,R,A
vUPGdwbmaijT5OzPVwYuBZ9uao2lQ400m153iU/ulFw=,S,S,A
LKFOoqe28FXnDRjf5gJrsM/UvPCwkUAbIpqQlK/OnYA=,R,N,A
HSXy2rA+KdUE2efYv9xfL6TQ1u4X9nNJScpf53nXtQU=,R,R,A
cevZBqRoyF1sgaZ1sdFR0D4JnyobOVMgUKLBZB4A5yo=,L,S,A
/P51kZDrpUvFHjYb+ALm6kG8dYnTIEUr5LRDLvqAKUw=,A,A,A
0ZLa9s69s8VBmCZo753cwM7CHPilqhwG5DPouyzC0rY=,R,R,A
qXEGNrB+WIZhz/slg2apTgzPymzbLnlT5txG7Yonr7U=,R,R,A
sxxeKeodSVg/xt/Uy7m/DUurzOOGmVRufNQQS1d0CVM=,R,R,A
ouKHSjp9Tei80OrzikxojOKlK7L6gLZbgoZH8XPmxgc=,R,R,A
7m3vsWZUG0uVcagYEAnQCjXUO1+D9X3CuGgRcLG8xio=,A,A,A
8GTUjGkA+5fuaJrQLQIItr6ghFtvlyWwAFduYK8V2SM=,L,L,A
U5MLF+OcC80ElZQ6trvYMrMtC3JCaZClGMDzabwlS40=,R,R,A
NODTYcx9JxhzvYLmmNJv+Ski0kGMiEV6ARWaAkCtgUs=,R,R,A
T0Zp6BQwqchBgHFlkp1OYgM6ru4+Bm0HskCrZfH2I7o=,A,P,A
iKzWeV8XCcxB8m2E+SxZnqJ979iwKlLJr9zlVX5VzY4=,R,R,A
J4G39EfDfMa53sXq0olFwFh+vvFrRF8bElFNkV11/kA=,R,N,A
bXEXKc6ktwtOauXHOt5qiXgKpI/nErjG97nA8E4RLqQ=,N,S,A
XJ1+V+pSY1Tv3hyWXYzUpHNa4YDcFG3q8h1Vy+VqalQ=,R,N,A
ROabxyXJ8c3IBlnFKwV6jeYp//iRPA/TEXlCptiWlNs=,R,R,A
kRTL9Tp/UVOXhHBwHMc2tQadxs83HY3Ip9MyWckpF9I=,R,R,A
1/CRFtma3/vuw82twyITawpYsqckWa5ayf6R/6bnk5A=,R,R,A
kDzAr7sOgu1k8PqtVJIieP6z4KxrzJKnqa4TdldWlAo=,P,P,A
fZryVYD2flbWBJ0R8qmjMRRq278bivkvh/PBwgtmik4=,R,R,A
Z9SDU6bCTuXq2EHdVF+jJ3dk+78sQ3g8H1a7TaB8PqQ=,S,S,A
wuJlxSHETuDX0oK69K2kIAhQSzaVyumEvV09HMSsBs8=,R,R,A
+DV0nUMi7nWWxcCs83Km6RQWdO2/SZgC0kN6vUfLEqY=,R,R,A
CTo4dMbz5J3N75TZUQUv50VTpNcmHZJP758983YLtJw=,A,S,A
IRfjEnFZPsLuE+e9/I3EhgfcP37qxc7ugr214uG+mqM=,R,L,A
qVuhTCQP/CLZy6K/NHN7G1qskHyC1BhCqPSfp5Bgy4s=,R,L,A
tw8P50bgyMuYppMuVahmbPXAAYHPKjjTfJUgFkiTSpo=,S,S,A
w4ZPI673UR3TpVJXBBgGpNNlTqaA1vZMkpDwzSG2iZc=,A,A,A
0OS8TuBoDqrmVhgt8BsP9VfpFAbiWxrHT8TfG/Jr2ls=,S,S,A
R0hKDvnekX28iOZVDccTkSSyi0udq4Vd0jQl1cnvldY=,R,R,A
G1udJRVnHMWg7zjEFOqWKb3vHcnQhvuFm76NF3Pd+dI=,R,R,A
Zc7PBao4DIrC9iTnDsrAG55DSK5C82Dg+UpytIJjjWk=,R,L,A
1KhHqik2zDBnTlQQ5vBgFiDPhuXnkLDSdM7tjOvNod8=,A,A,A
/zgG5NHpLMqLuTTRpFmMqXBjw74guwsabetEdZKQIvQ=,A,A,A
4772TZBtkHskaBaxOelPtNT+fg7rdk6G26T3m5NKWAE=,R,L,A
FkOc/JWXgH/HlQNTQkjE3+YQr8V9LzyidgmR4hvWT34=,R,R,A
kt3tH5MLUi0L3jiizxQ+tmx4443gFgEnZnMeU+vVgpI=,R,R,A
dMzlqaYF1Tt0rCv8uY7CUu3wAh9zq9UTsuk/ahHAWWM=,A,P,A
kTJFE2xkh+dKzZdufz6sAtfYxXz+0zb5tzEeIhrd9/0=,R,R,A
1F9hnox+QVKemlE1ZNHf4Dq8DXVj7S7mEWQ9A6hWgYg=,R,R,A
SW7fuAIb2du2jM8SAqsOFs10xU/KmVdnpDI1XySjAV8=,S,S,A
yM758vf6iXyhNnNPS/F7ieK1IcoAPdBANP/VjUx0D+8=,L,P,A
GCVaACbFs/za1iCDyqShcR6Qd1Cn7qHvJh9EUC+7NKM=,L,S,A
kCX9XKCiLqoRku5JIwARYMxOUMtueWsdNRSICGehNZU=,R,R,A
WBPZRVVSU54WKd8vh+RPzHyGwzWtHTt2OKD0rjxBxnM=,P,P,A
6It2/MQfU+CUj3G+YFz3mQu6U5EwC2tEuAtPYAT9OfQ=,R,R,A
LKWnLA/2dqF9Y/ad38ASBP8NvNGMPN/sEKxCwMG2EEg=,R,R,A
HvJwcEmrBKz+ZI67awlzDgT65s752UrQvKosCNG0PIo=,R,A,A
wb2JQ6uiFFqulmKB6rNSQN/H8PDZHJR0rauFnGHCO9I=,R,R,A
vrNdqI1tN2YzIIuU+lzrZYo4cRHsOOs1UvHM+53FtPk=,R,R,A
0I2Sl4Lr1y+DhwMGW41Tuc7z/pqc/IZGBqSVqbedbks=,R,R,A
c/khHERKxaR9p0yKhSHApwalJOWSPi9cJAKvymAx17o=,A,A,A
+fy5v7K/YlzQD2vJF9qykIxITMrRIGIDd6tUT1Sk6A8=,S,A,A
Z/hl2YGCcbVAc+Wsz1Fl36I9/Pg0NzK90N1nxUpUK1I=,R,R,A
BKD8JlLm/1s7vOb5qGwb4WAYeoL1rE0PVvzCJm4BaNU=,R,N,A
sRyMYylu+p8XaMoW18JFxfuoGzA5XsiDDQEjy/A+FdI=,A,A,A
xkW3XuqCOw/wT2x6ahLOeAaNiY4sc8VNNRFiTrQznkM=,R,L,A
3sk2FF9hOFXvnh9a2EZDdrdnflTqny0oDfzPErkb2yA=,L,S,A
yxQW5TyOZTuKzA5a+JCrq8NPJSDUUU8Ujl/qliQ8LmE=,N,S,A
YuRtVOCs03vwfX9wY6CCmJjlB6HhyYYk+8oCDCsCXJc=,S,A,A
BTjdReOCaIzQGAcT8C8NtDUw8a5o0puS0UPKJO5dOaY=,A,P,A
ttVzie/FYI+J3S1QwmAMSR8aJCFNzPzgjBc5nHRAV0A=,R,R,A
U/l7rTWLj/8p8fCEpaMAptP2lJHVrn822NtLgEN0wG0=,R,R,A
